,EmployeeNumber,Age,Turnover,HourlyRate,HoursWeekly,CompensationType,AnnualSalary_Calc,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked_capped,AnnualProfessionalDevHrs_capped,PaycheckMethod,TextMessageOptIn,Tenure_Calc_capped
3087,23675,22,No,53.34,40,Salary,110947.20000000001,22,Healthcare,Female,Married,2.0,18.0,Mailed Check,Yes,3
4323,23678,43,No,25.34,40,Salary,52707.200000000004,449,InformationTechnology,Prefer Not to Answer,Single,15.5,14.0,Mailed Check,No,11
2625,23684,64,Yes,18.21,40,Salary,37876.8,173,Laboratory,Male,Single,7.0,14.0,Mailed Check,No,4
5268,23689,52,No,73.78,40,Salary,153462.4,262,Healthcare,Female,Divorced,15.5,7.0,Direct Deposit,No,8
3223,23691,26,No,22.19,40,Salary,46155.200000000004,74,Sales,Female,Single,1.0,5.0,Mailed Check,No,0
359,23693,52,Yes,63.78,40,Salary,132662.4,363,Sales,Male,Single,7.0,14.0,Direct Deposit,No,8
4319,23698,47,No,73.84,40,Salary,153587.2,19,Manufacturing,Prefer Not to Answer,Married,1.0,12.0,Mailed Check,Yes,11
5897,23705,46,No,99.63,40,Salary,207230.4,49,Healthcare,Male,Divorced,3.0,2.0,Mailed Check,No,22
3200,23709,40,Yes,53.5,40,Salary,111280.0,172,Information Technology,Female,Divorced,3.0,17.0,Mailed Check,Yes,22
1322,23712,25,No,83.05,40,Salary,172744.0,291,Healthcare,Female,Married,6.0,18.0,Mailed Check,No,0
525,23719,29,No,42.21,40,Salary,87796.8,143,Information_Technology,Female,Single,3.0,12.0,Mailed Check,No,10
401,23722,55,No,58.42,40,Salary,121513.6,354,Information_Technology,Male,Divorced,2.0,4.0,Direct Deposit,No,29
2127,23723,38,No,37.79,40,Salary,78603.2,413,Research,Male,Married,1.0,12.0,Mailed Check,No,15
2763,23724,45,Yes,40.43,40,Salary,84094.40000000001,61,Human Resources,Female,Single,8.0,5.0,Direct Deposit,Yes,4
1344,23733,26,No,83.57,40,Salary,173825.59999999998,95,Sales,Female,Single,6.0,24.0,Mailed Check,Yes,15
4057,23736,38,No,38.41,40,Salary,79892.79999999999,322,InformationTechnology,Male,Married,5.0,5.0,Mailed Check,No,13
247,23737,36,Yes,98.58,40,Salary,205046.4,298,Manufacturing,Female,Divorced,15.5,9.0,Mailed Check,No,13
3538,23746,34,Yes,30.79,40,Salary,64043.2,346,Laboratory,Female,Divorced,7.0,22.0,Direct Deposit,Yes,10
3671,23760,54,Yes,57.1,40,Salary,118768.0,485,HumanResources,Male,Married,8.0,16.0,Mailed Check,No,10
1773,23762,59,No,60.99,40,Salary,126859.2,139,InformationTechnology,Prefer Not to Answer,Divorced,1.0,12.0,Mailed Check,No,20
3985,23764,47,Yes,59.57,40,Salary,123905.6,145,Information_Technology,Male,Divorced,1.0,3.0,Direct Deposit,No,10
4763,23771,64,Yes,82.39,40,Salary,171371.19999999998,221,Healthcare,Female,Divorced,2.0,20.0,Mailed Check,No,37
12375,23772,32,Yes,51.65,40,Salary,107432.0,452,Marketing,Female,Married,5.0,14.0,Mailed Check,No,10
5302,23775,20,No,37.21,40,Salary,77396.8,339,Laboratory,Prefer Not to Answer,Divorced,3.0,3.0,Direct Deposit,No,0
1623,23776,20,No,99.18,40,Salary,206294.40000000002,32,Human_Resources,Female,Married,15.5,13.0,Direct Deposit,Yes,0
3673,23777,45,No,55.94,40,Salary,116355.2,307,Information_Technology,Prefer Not to Answer,Single,6.0,14.0,Mailed Check,No,10
3320,23780,46,Yes,77.87,40,Salary,161969.6,349,InformationTechnology,Male,Married,4.0,8.0,Mailed Check,No,4
2590,23781,62,No,83.72,40,Salary,174137.6,138,Human Resources,Female,Married,5.0,14.0,Direct Deposit,Yes,12
2053,23783,36,Yes,67.95,40,Salary,141336.0,232,Research,Prefer Not to Answer,Married,5.0,10.0,Mailed Check,No,16
1274,23789,58,Yes,96.66,40,Salary,201052.8,421,HumanResources,Female,Divorced,15.5,17.0,Mailed Check,Yes,3
538,23792,48,Yes,43.59,40,Salary,90667.20000000001,19,Information_Technology,Male,Divorced,5.0,6.0,Mailed Check,Yes,11
13164,23795,63,No,26.9,40,Salary,55952.0,462,Healthcare,Prefer Not to Answer,Divorced,6.0,4.0,Mailed Check,No,37
1434,23796,47,Yes,76.36,40,Salary,158828.80000000002,293,Human_Resources,Female,Single,9.0,5.0,Mailed Check,Yes,9
5147,23797,26,Yes,60.35,40,Salary,125528.0,92,Human Resources,Prefer Not to Answer,Married,4.0,15.0,Direct Deposit,Yes,7
4865,23803,29,No,32.46,40,Salary,67516.8,377,Sales,Prefer Not to Answer,Divorced,15.5,4.0,Direct Deposit,Yes,0
1491,23807,34,No,55.15,40,Salary,114712.0,131,Laboratory,Prefer Not to Answer,Married,5.0,39.5,Direct Deposit,No,3
500,23811,34,No,39.25,40,Salary,81640.0,99,Healthcare,Male,Divorced,1.0,19.0,Mailed Check,Yes,9
3496,23815,20,No,81.47,40,Salary,169457.6,50,Laboratory,Female,Married,15.5,13.0,Mailed Check,No,13
4096,23818,40,No,76.49,40,Salary,159099.19999999998,344,HumanResources,Male,Single,8.0,39.5,Mailed Check,No,13
1737,23820,21,No,20.02,40,Salary,41641.6,17,Information_Technology,Prefer Not to Answer,Divorced,8.0,19.0,Direct Deposit,No,1
4208,23826,23,No,65.24,40,Salary,135699.19999999998,164,HumanResources,Female,Divorced,3.0,4.0,Direct Deposit,No,14
792,23834,21,No,80.04,40,Salary,166483.2,242,Human Resources,Female,Single,15.5,25.0,Mailed Check,Yes,7
4114,23837,25,No,57.7,40,Salary,120016.0,89,Healthcare,Prefer Not to Answer,Single,15.5,3.0,Mailed Check,No,0
2573,23842,41,No,32.52,40,Salary,67641.6,354,Healthcare,Prefer Not to Answer,Single,4.0,21.0,Direct Deposit,No,12
12423,23847,19,Yes,93.22,40,Salary,193897.6,151,Information_Technology,Female,Divorced,4.0,13.0,Mailed Check,No,0
2555,23851,63,Yes,61.16,40,Salary,127212.79999999999,149,Information_Technology,Male,Divorced,5.0,16.0,Direct Deposit,No,24
5986,23852,59,Yes,83.25,40,Salary,173160.0,479,Laboratory,Male,Single,1.0,17.0,Mailed Check,No,16
5004,23854,33,No,50.29,40,Salary,104603.2,240,Information Technology,Female,Married,2.0,16.0,Direct Deposit,No,10
12162,23857,64,No,39.59,40,Salary,82347.20000000001,387,Marketing,Prefer Not to Answer,Divorced,8.0,19.0,Mailed Check,No,9
4671,23863,28,No,69.92,40,Salary,145433.6,52,Manufacturing,Prefer Not to Answer,Single,1.0,23.0,Direct Deposit,No,14
5543,23866,61,Yes,32.32,40,Salary,67225.59999999999,453,Sales,Male,Divorced,8.0,6.0,Mailed Check,No,5
5884,23868,22,No,76.47,40,Salary,159057.6,182,Manufacturing,Male,Married,6.0,3.0,Mailed Check,No,0
3144,23871,28,No,89.26,40,Salary,185660.80000000002,496,Marketing,Female,Divorced,5.0,21.0,Mailed Check,No,7
1518,23880,48,Yes,20.97,40,Salary,43617.6,140,Information_Technology,Female,Married,7.0,39.5,Direct Deposit,No,11
3287,23881,43,Yes,32.02,40,Salary,66601.6,441,Human Resources,Male,Divorced,9.0,4.0,Direct Deposit,No,0
12782,23889,62,No,48.96,40,Salary,101836.8,176,Manufacturing,Prefer Not to Answer,Divorced,7.0,23.0,Mailed Check,No,11
5839,23910,27,No,43.26,40,Salary,89980.79999999999,31,Manufacturing,Prefer Not to Answer,Single,5.0,7.0,Mailed Check,No,0
1227,23912,51,Yes,87.85,40,Salary,182728.0,226,Healthcare,Male,Divorced,8.0,23.0,Mailed Check,No,20
4639,23915,25,Yes,72.29,40,Salary,150363.2,39,HumanResources,Male,Single,6.0,17.0,Direct Deposit,No,5
3246,23916,24,No,75.3,40,Salary,156624.0,374,Information_Technology,Female,Divorced,5.0,4.0,Direct Deposit,Yes,0
518,23918,24,No,57.09,40,Salary,118747.20000000001,478,Marketing,Female,Divorced,8.0,6.0,Mailed Check,No,0
4646,23934,33,Yes,44.29,40,Salary,92123.2,199,Sales,Female,Single,2.0,11.0,Mailed Check,Yes,11
3107,23940,35,No,21.38,40,Salary,44470.399999999994,291,Human Resources,Prefer Not to Answer,Married,3.0,24.0,Mailed Check,No,0
1445,23944,41,No,96.73,40,Salary,201198.40000000002,407,Information_Technology,Female,Married,2.0,16.0,Mailed Check,Yes,19
2163,23948,64,Yes,69.0,40,Salary,143520.0,307,Manufacturing,Male,Divorced,7.0,8.0,Mailed Check,No,29
5725,23949,52,No,85.32,40,Salary,177465.59999999998,312,Information Technology,Prefer Not to Answer,Divorced,5.0,6.0,Direct Deposit,No,20
3192,23955,53,No,63.52,40,Salary,132121.6,189,Information_Technology,Male,Divorced,7.0,23.0,Mailed Check,No,11
2560,23962,49,Yes,91.6,40,Salary,190528.0,301,Human_Resources,Female,Divorced,9.0,24.0,Direct Deposit,Yes,17
1688,23964,34,No,25.65,40,Salary,53352.0,149,Information_Technology,Male,Divorced,5.0,6.0,Mailed Check,No,0
4423,23965,57,Yes,87.22,40,Salary,181417.6,96,Human_Resources,Prefer Not to Answer,Divorced,1.0,13.0,Direct Deposit,Yes,12
3800,23966,40,Yes,38.36,40,Salary,79788.8,172,Information_Technology,Male,Divorced,8.0,5.0,Direct Deposit,Yes,19
13106,23969,49,Yes,60.66,40,Salary,126172.79999999999,274,HumanResources,Prefer Not to Answer,Single,3.0,6.0,Mailed Check,No,22
4491,23970,29,No,38.29,40,Salary,79643.2,12,Healthcare,Female,Divorced,7.0,20.0,Mailed Check,No,0
4223,23974,40,Yes,82.67,40,Salary,171953.6,26,Laboratory,Prefer Not to Answer,Single,15.5,5.0,Direct Deposit,Yes,8
13186,23976,61,Yes,25.67,40,Salary,53393.600000000006,497,Human_Resources,Male,Single,15.5,10.0,Direct Deposit,No,16
4840,23977,65,No,32.66,40,Salary,67932.79999999999,270,Marketing,Male,Single,9.0,8.0,Direct Deposit,No,37
12526,23981,49,No,52.43,40,Salary,109054.4,434,Marketing,Female,Single,7.0,13.0,Direct Deposit,Yes,14
2439,23985,57,No,20.23,40,Salary,42078.4,266,Information Technology,Prefer Not to Answer,Married,1.0,7.0,Mailed Check,No,16
3079,23991,29,No,68.78,40,Salary,143062.4,38,Information Technology,Male,Single,6.0,25.0,Direct Deposit,No,0
3114,23992,36,Yes,89.72,40,Salary,186617.6,122,Manufacturing,Male,Divorced,4.0,3.0,Direct Deposit,No,0
5528,23995,54,Yes,67.4,40,Salary,140192.0,305,HumanResources,Male,Married,4.0,39.5,Mailed Check,No,6
5336,23997,20,Yes,34.01,40,Salary,70740.79999999999,157,Research,Female,Divorced,15.5,8.0,Direct Deposit,Yes,11
3019,23999,52,Yes,41.61,40,Salary,86548.8,211,Information_Technology,Male,Married,7.0,24.0,Mailed Check,No,18
2865,24006,26,Yes,59.64,40,Salary,124051.2,108,Healthcare,Male,Divorced,15.5,5.0,Direct Deposit,No,6
3217,24008,33,No,99.92,40,Salary,207833.6,218,Sales,Prefer Not to Answer,Single,7.0,8.0,Direct Deposit,No,14
81,24010,31,Yes,74.6,40,Salary,155168.0,239,Human_Resources,Prefer Not to Answer,Divorced,8.0,25.0,Direct Deposit,No,0
4677,24013,54,Yes,18.63,40,Salary,38750.399999999994,227,Research,Male,Single,1.0,23.0,Direct Deposit,Yes,25
5797,24015,29,No,84.6,40,Salary,175968.0,438,Information Technology,Female,Divorced,9.0,11.0,Direct Deposit,Yes,9
370,24020,64,No,21.57,40,Salary,44865.6,421,Healthcare,Female,Married,5.0,4.0,Mailed Check,No,18
4039,24034,30,Yes,54.24,40,Salary,112819.2,129,Human Resources,Male,Divorced,15.5,20.0,Direct Deposit,No,3
3138,24035,28,No,51.73,40,Salary,107598.4,449,Human Resources,Male,Single,8.0,2.0,Direct Deposit,Yes,6
2879,24038,55,No,55.92,40,Salary,116313.6,231,Marketing,Prefer Not to Answer,Divorced,9.0,2.0,Direct Deposit,No,33
2567,24040,45,No,97.06,40,Salary,201884.80000000002,60,Manufacturing,Female,Married,4.0,17.0,Mailed Check,No,12
4050,24043,38,No,38.04,40,Salary,79123.2,315,Marketing,Prefer Not to Answer,Divorced,8.0,5.0,Direct Deposit,No,0
13124,24054,58,No,66.89,40,Salary,139131.19999999998,269,HumanResources,Prefer Not to Answer,Single,15.5,17.0,Direct Deposit,Yes,22
1138,24056,61,No,70.2,40,Salary,146016.0,431,Information Technology,Male,Divorced,9.0,13.0,Mailed Check,No,2
5510,24062,51,No,77.39,40,Salary,160971.19999999998,50,Sales,Prefer Not to Answer,Single,15.5,11.0,Direct Deposit,No,6
4330,24069,24,Yes,28.43,40,Salary,59134.4,340,Marketing,Prefer Not to Answer,Single,6.0,1.0,Mailed Check,No,12
5402,24070,30,Yes,39.97,40,Salary,83137.59999999999,240,Human Resources,Female,Married,9.0,17.0,Mailed Check,No,0
3104,24075,28,Yes,17.48,40,Salary,36358.4,33,Marketing,Female,Single,8.0,22.0,Mailed Check,No,8
3712,24077,64,Yes,90.1,40,Salary,187408.0,218,Manufacturing,Male,Married,7.0,21.0,Direct Deposit,No,37
12122,24078,65,Yes,53.12,40,Salary,110489.59999999999,282,Marketing,Male,Single,7.0,6.0,Direct Deposit,No,37
5040,24082,44,No,41.53,40,Salary,86382.40000000001,299,Healthcare,Female,Single,3.0,6.0,Mailed Check,Yes,9
2691,24091,44,Yes,45.86,40,Salary,95388.8,289,Manufacturing,Female,Divorced,5.0,3.0,Direct Deposit,Yes,7
453,24094,23,Yes,93.26,40,Salary,193980.80000000002,433,InformationTechnology,Male,Single,4.0,7.0,Direct Deposit,No,0
5445,24096,35,No,43.61,40,Salary,90708.8,58,Marketing,Female,Married,3.0,19.0,Mailed Check,No,5
1785,24097,42,No,41.85,40,Salary,87048.0,293,Healthcare,Male,Married,7.0,1.0,Direct Deposit,No,18
4831,24104,20,No,66.67,40,Salary,138673.6,464,Healthcare,Prefer Not to Answer,Single,5.0,3.0,Mailed Check,Yes,0
2338,24106,31,No,59.28,40,Salary,123302.4,401,Information Technology,Female,Divorced,2.0,25.0,Direct Deposit,Yes,2
4759,24110,44,Yes,40.32,40,Salary,83865.59999999999,207,Sales,Prefer Not to Answer,Married,15.5,13.0,Mailed Check,No,0
12796,24111,60,No,70.87,40,Salary,147409.6,419,Information_Technology,Female,Married,9.0,21.0,Mailed Check,No,37
2979,24113,46,No,44.27,40,Salary,92081.6,26,Research,Female,Divorced,5.0,7.0,Direct Deposit,Yes,6
1804,24115,28,Yes,62.83,40,Salary,130686.4,257,Healthcare,Female,Divorced,3.0,15.0,Direct Deposit,Yes,13
5534,24120,24,No,41.53,40,Salary,86382.40000000001,288,Research,Male,Married,1.0,39.5,Direct Deposit,No,9
4480,24121,59,No,64.73,40,Salary,134638.40000000002,275,Information_Technology,Prefer Not to Answer,Married,5.0,18.0,Mailed Check,No,9
4812,24124,46,No,90.87,40,Salary,189009.6,348,Information_Technology,Male,Single,5.0,39.5,Direct Deposit,Yes,26
3184,24128,53,Yes,48.58,40,Salary,101046.4,493,Research,Male,Married,3.0,14.0,Mailed Check,No,12
1115,24131,58,Yes,79.92,40,Salary,166233.6,69,Information_Technology,Female,Married,5.0,22.0,Mailed Check,No,16
12553,24139,42,Yes,37.93,40,Salary,78894.40000000001,293,Manufacturing,Male,Married,6.0,22.0,Mailed Check,No,14
1693,24140,49,No,93.94,40,Salary,195395.19999999998,464,Research,Male,Divorced,3.0,10.0,Mailed Check,Yes,19
3973,24141,42,Yes,77.76,40,Salary,161740.80000000002,237,Human_Resources,Male,Divorced,4.0,5.0,Mailed Check,Yes,12
4922,24145,60,No,21.17,40,Salary,44033.600000000006,276,Sales,Prefer Not to Answer,Married,8.0,2.0,Mailed Check,No,18
2682,24147,23,No,36.59,40,Salary,76107.20000000001,436,InformationTechnology,Prefer Not to Answer,Married,6.0,4.0,Direct Deposit,No,0
2792,24148,32,No,20.53,40,Salary,42702.4,341,Manufacturing,Prefer Not to Answer,Divorced,9.0,3.0,Mailed Check,No,13
4569,24152,33,No,51.43,40,Salary,106974.4,396,Information_Technology,Female,Single,15.5,6.0,Mailed Check,No,6
627,24153,59,Yes,39.7,40,Salary,82576.0,296,Human_Resources,Female,Married,1.0,9.0,Mailed Check,No,6
5381,24157,62,No,63.47,40,Salary,132017.6,499,Human Resources,Male,Divorced,5.0,15.0,Mailed Check,No,37
12566,24158,25,Yes,84.34,40,Salary,175427.2,193,Marketing,Female,Single,4.0,15.0,Mailed Check,Yes,7
4939,24161,22,No,98.65,40,Salary,205192.0,92,HumanResources,Male,Divorced,3.0,7.0,Mailed Check,No,0
3149,24167,58,Yes,22.62,40,Salary,47049.600000000006,381,Healthcare,Prefer Not to Answer,Married,8.0,14.0,Mailed Check,No,17
3819,24178,65,Yes,70.55,40,Salary,146744.0,460,Laboratory,Male,Single,5.0,21.0,Direct Deposit,No,37
243,24180,64,No,21.72,40,Salary,45177.6,217,Manufacturing,Prefer Not to Answer,Married,1.0,10.0,Direct Deposit,Yes,6
1008,24191,31,No,55.57,40,Salary,115585.6,122,Human Resources,Prefer Not to Answer,Married,2.0,19.0,Mailed Check,No,4
1442,24194,58,Yes,97.31,40,Salary,202404.80000000002,174,Information Technology,Female,Single,3.0,16.0,Mailed Check,No,36
5215,24196,33,No,22.33,40,Salary,46446.399999999994,155,Marketing,Prefer Not to Answer,Divorced,3.0,20.0,Direct Deposit,No,0
664,24197,22,Yes,72.29,40,Salary,150363.2,52,Healthcare,Prefer Not to Answer,Divorced,2.0,5.0,Direct Deposit,No,0
4089,24208,46,No,57.95,40,Salary,120536.0,38,Human_Resources,Male,Married,7.0,1.0,Direct Deposit,No,8
2424,24209,49,Yes,73.29,40,Salary,152443.2,415,Research,Prefer Not to Answer,Divorced,15.5,11.0,Mailed Check,Yes,14
5580,24210,46,No,79.97,40,Salary,166337.6,235,Healthcare,Female,Divorced,5.0,10.0,Mailed Check,No,13
2176,24211,52,No,57.68,40,Salary,119974.4,230,Human_Resources,Male,Married,5.0,13.0,Mailed Check,Yes,1
334,24214,51,Yes,70.47,40,Salary,146577.6,253,Human_Resources,Male,Single,5.0,23.0,Direct Deposit,No,2
3492,24215,59,No,94.9,40,Salary,197392.0,194,HumanResources,Prefer Not to Answer,Divorced,3.0,21.0,Direct Deposit,No,4
405,24217,62,Yes,75.04,40,Salary,156083.2,497,Research,Prefer Not to Answer,Married,6.0,11.0,Mailed Check,Yes,23
2506,24221,64,No,78.3,40,Salary,162864.0,316,Information Technology,Female,Married,6.0,6.0,Mailed Check,No,15
12786,24222,40,Yes,78.9,40,Salary,164112.0,323,Sales,Female,Single,8.0,18.0,Mailed Check,Yes,8
872,24223,24,No,26.44,40,Salary,54995.200000000004,284,Healthcare,Prefer Not to Answer,Divorced,15.5,24.0,Direct Deposit,No,6
950,24231,39,No,45.25,40,Salary,94120.0,74,Human_Resources,Female,Married,1.0,11.0,Direct Deposit,Yes,7
4778,24232,37,Yes,75.19,40,Salary,156395.19999999998,49,Manufacturing,Female,Single,7.0,10.0,Direct Deposit,Yes,0
986,24235,49,No,98.96,40,Salary,205836.8,106,Manufacturing,Male,Married,7.0,11.0,Direct Deposit,Yes,12
348,24240,34,No,94.18,40,Salary,195894.40000000002,321,Laboratory,Male,Divorced,6.0,11.0,Mailed Check,No,3
427,24260,60,No,39.3,40,Salary,81744.0,45,Human Resources,Male,Divorced,6.0,5.0,Direct Deposit,No,16
4814,24269,39,Yes,93.44,40,Salary,194355.19999999998,490,HumanResources,Female,Single,1.0,16.0,Direct Deposit,No,10
4446,24272,34,Yes,41.56,40,Salary,86444.8,483,Human_Resources,Female,Single,5.0,19.0,Mailed Check,No,7
392,24276,20,No,99.05,40,Salary,206024.0,165,HumanResources,Male,Married,8.0,12.0,Mailed Check,No,0
2552,24277,20,No,44.32,40,Salary,92185.59999999999,154,Research,Female,Divorced,3.0,23.0,Direct Deposit,No,5
12590,24279,20,Yes,99.33,40,Salary,206606.4,267,Marketing,Male,Married,1.0,7.0,Direct Deposit,No,0
1612,24280,54,No,95.97,40,Salary,199617.6,308,Human Resources,Male,Divorced,6.0,2.0,Mailed Check,Yes,34
557,24285,64,Yes,32.2,40,Salary,66976.0,407,Information_Technology,Male,Married,4.0,4.0,Mailed Check,No,19
3188,24290,53,No,69.16,40,Salary,143852.8,413,Manufacturing,Female,Single,5.0,1.0,Mailed Check,No,19
1362,24293,18,Yes,55.06,40,Salary,114524.8,132,Research,Prefer Not to Answer,Divorced,4.0,9.0,Direct Deposit,Yes,0
1134,24294,39,No,63.75,40,Salary,132600.0,153,Information_Technology,Male,Married,2.0,20.0,Mailed Check,No,10
2140,24298,49,No,97.43,40,Salary,202654.40000000002,470,Research,Female,Married,9.0,7.0,Mailed Check,Yes,22
5810,24299,63,Yes,91.03,40,Salary,189342.4,85,InformationTechnology,Female,Divorced,3.0,2.0,Mailed Check,No,37
5236,24304,47,Yes,59.32,40,Salary,123385.6,214,Information_Technology,Male,Married,15.5,7.0,Direct Deposit,No,20
1415,24306,50,Yes,53.72,40,Salary,111737.6,383,Research,Prefer Not to Answer,Married,3.0,20.0,Mailed Check,No,7
12084,24311,26,No,27.13,40,Salary,56430.4,279,Marketing,Female,Single,1.0,13.0,Mailed Check,No,0
1744,24313,58,Yes,88.69,40,Salary,184475.19999999998,242,Manufacturing,Male,Single,6.0,22.0,Direct Deposit,No,37
1970,24314,51,Yes,83.93,40,Salary,174574.40000000002,357,Information_Technology,Male,Divorced,3.0,15.0,Direct Deposit,No,17
5697,24317,61,No,51.84,40,Salary,107827.20000000001,377,Information Technology,Male,Married,3.0,12.0,Direct Deposit,Yes,35
632,24319,50,Yes,82.92,40,Salary,172473.6,389,Information Technology,Female,Married,9.0,10.0,Mailed Check,No,4
2650,24321,61,No,21.78,40,Salary,45302.4,458,Marketing,Prefer Not to Answer,Single,6.0,14.0,Mailed Check,No,18
144,24328,20,No,21.86,40,Salary,45468.799999999996,476,Manufacturing,Female,Married,7.0,5.0,Mailed Check,No,10
12318,24329,40,No,43.72,40,Salary,90937.59999999999,400,Marketing,Prefer Not to Answer,Divorced,6.0,24.0,Mailed Check,No,17
4305,24330,53,No,33.99,40,Salary,70699.20000000001,154,Human Resources,Female,Divorced,5.0,1.0,Mailed Check,No,3
12197,24334,19,No,93.4,40,Salary,194272.0,124,HumanResources,Prefer Not to Answer,Single,6.0,18.0,Direct Deposit,No,16
2347,24337,22,No,46.83,40,Salary,97406.4,63,Information Technology,Female,Married,6.0,1.0,Mailed Check,No,0
12154,24341,30,No,31.54,40,Salary,65603.2,301,HumanResources,Male,Married,3.0,10.0,Direct Deposit,No,8
4126,24344,51,No,69.24,40,Salary,144019.19999999998,139,Healthcare,Male,Married,9.0,15.0,Mailed Check,Yes,4
12310,24349,60,Yes,42.16,40,Salary,87692.79999999999,231,Human Resources,Male,Divorced,6.0,17.0,Mailed Check,No,31
351,24355,36,Yes,58.64,40,Salary,121971.2,465,InformationTechnology,Prefer Not to Answer,Married,7.0,19.0,Mailed Check,No,2
3811,24373,57,No,50.78,40,Salary,105622.40000000001,411,Information Technology,Female,Single,7.0,4.0,Mailed Check,No,36
1817,24374,54,No,62.89,40,Salary,130811.2,38,Healthcare,Female,Married,8.0,3.0,Direct Deposit,No,4
12132,24383,29,Yes,34.36,40,Salary,71468.8,176,Manufacturing,Female,Divorced,8.0,4.0,Mailed Check,Yes,6
1064,24385,30,No,91.22,40,Salary,189737.6,70,Human_Resources,Female,Married,4.0,1.0,Mailed Check,No,14
496,24389,21,No,93.98,40,Salary,195478.40000000002,495,Sales,Female,Single,8.0,19.0,Direct Deposit,No,0
12125,24390,27,Yes,45.01,40,Salary,93620.79999999999,237,Information_Technology,Female,Divorced,8.0,4.0,Mailed Check,No,11
706,24392,48,Yes,65.84,40,Salary,136947.2,16,Research,Female,Divorced,7.0,10.0,Direct Deposit,No,2
5426,24395,23,No,41.44,40,Salary,86195.2,426,Information Technology,Male,Married,4.0,23.0,Direct Deposit,No,0
1355,24399,64,Yes,28.21,40,Salary,58676.8,277,InformationTechnology,Prefer Not to Answer,Divorced,7.0,6.0,Mailed Check,No,33
3667,24403,39,No,17.32,40,Salary,36025.6,49,Laboratory,Male,Single,8.0,15.0,Mailed Check,No,16
