,SquareFootage_capped,BackyardSpace_capped,CrimeRate_capped,AgeOfHome_capped,DistanceToCityCenter_capped,EmploymentRate_capped,PropertyTaxRate_capped,SchoolRating_Encoded,Fireplace_Encoded,Garage_Encoded
5462,2154.0,200.0,48.6,9.0,2.1,95.3,1.54,2.0,0,1
173,1488.0,600.0,21.9,74.5,15.4,93.6,1.08,1.0,0,1
8714,1405.0,283.0,7.7,25.0,4.2,96.5,1.34,2.0,1,0
4615,1759.0,200.0,21.0,74.5,18.4,92.3,1.54,2.0,0,1
3321,3447.0,1362.0,14.8,7.0,21.6,91.5,1.31,2.0,1,1
8663,1764.0,476.0,21.2,39.0,22.0,94.1,1.65,2.0,1,0
3372,1425.0,237.0,25.4,15.0,18.3,88.2,0.73,2.0,1,1
3311,1284.0,628.0,42.8,9.0,4.7,91.7,1.48,2.0,1,1
5867,928.0,416.0,32.0,46.0,2.3,83.54999999999998,2.31,2.0,0,1
6098,1443.0,1295.0,5.4,18.0,15.0,93.6,1.35,2.0,0,0
7669,1360.0,200.0,45.3,6.0,9.7,88.6,1.85,1.0,1,0
6551,1292.0,474.0,25.5,2.0,18.0,95.9,1.18,2.0,0,0
4679,1503.0,702.0,18.3,44.0,1.8,91.0,1.49,2.0,0,1
3403,2624.0,1369.0,47.5,1.0,3.9,87.6,0.82,2.0,1,1
18,2021.0,200.0,13.7,15.0,1.9,90.8,1.42,2.0,0,1
3691,1697.0,376.0,12.1,9.0,1.5,94.0,1.29,2.0,1,1
7396,1802.0,387.0,9.5,74.5,3.9,94.3,2.1,2.0,1,0
4096,1307.0,200.0,19.2,23.0,1.3,92.3,1.43,2.0,1,1
3628,1758.0,1313.0,29.0,5.0,2.2,83.7,1.7,2.0,1,1
7747,1871.0,916.0,20.3,35.0,2.1,96.0,1.85,2.0,1,0
2174,1015.0,344.0,45.1,26.0,2.5,96.7,1.68,1.0,0,1
1356,1188.0,397.0,6.5,6.0,1.3,99.0,1.68,2.0,0,1
5002,1329.0,200.0,15.1,60.0,19.5,92.1,0.89,1.0,0,1
5939,2349.0,856.0,14.4,7.0,23.4,88.5,1.07,2.0,0,1
8548,1148.0,200.0,15.9,2.0,2.1,89.8,1.34,2.0,1,0
3112,2305.0,673.0,9.1,14.0,0.6,85.0,1.59,2.0,1,1
182,1174.0,200.0,52.9,10.0,11.2,93.2,1.57,2.0,0,1
7644,2118.0,612.0,38.2,4.0,2.6,92.2,1.83,2.0,1,0
7740,2138.0,1143.0,40.5,25.0,8.9,97.9,1.59,2.0,1,0
1812,1146.0,853.0,26.6,2.0,0.5,93.7,1.29,1.0,0,1
6330,1904.0,484.0,11.8,6.0,11.6,90.3,1.37,2.0,0,0
6992,2140.0,514.0,33.3,3.0,17.4,97.0,1.41,2.0,0,0
4912,2421.0,200.0,43.1,9.0,2.6,93.0,1.87,2.0,0,1
7191,3301.0,1129.0,9.7,4.0,3.5,92.6,1.74,2.0,0,0
1800,1697.0,363.0,3.5,44.0,1.0,95.5,1.04,2.0,0,1
2429,3566.625,1325.0,31.0,74.5,5.5,92.0,1.6,2.0,0,1
5482,3211.0,1178.0,40.8,48.0,0.8,93.7,1.48,2.0,0,1
7558,3566.625,930.0,55.4,60.0,6.8,83.54999999999998,1.4,2.0,1,0
6032,1763.0,502.0,28.7,27.0,10.1,83.8,1.43,1.0,0,0
1968,1204.0,458.0,12.9,16.0,0.8,96.8,1.3,2.0,0,1
6829,1733.0,596.0,22.2,18.0,23.55,95.8,1.62,2.0,0,0
6535,1517.0,346.0,31.6,7.0,4.0,91.3,1.29,2.0,0,0
6057,1953.0,923.0,38.1,6.0,2.3,97.8,1.31,2.0,0,0
4987,1783.0,738.0,45.2,67.0,1.1,96.3,1.96,2.0,0,1
8777,2253.0,767.0,48.7,1.0,14.4,90.8,1.65,2.0,1,0
4650,2103.0,839.0,12.3,7.0,21.4,93.2,1.83,2.0,0,1
1159,3285.0,1209.0,15.6,74.5,16.0,89.5,0.96,2.0,0,1
1213,2277.0,671.0,19.1,1.0,2.7,93.9,1.03,2.0,0,1
5900,1691.0,1062.0,3.9,14.0,3.2,88.4,1.42,2.0,0,1
1325,1980.0,854.0,23.8,9.0,5.5,97.0,0.96,2.0,0,1
6033,1930.0,999.0,11.1,49.0,4.0,99.0,1.38,2.0,0,0
7529,2446.0,1125.0,35.5,30.0,7.3,90.8,0.97,2.0,1,0
4796,2228.0,643.0,18.4,12.0,7.5,88.2,1.55,2.0,0,1
1455,1184.0,493.0,20.2,16.0,6.6,97.5,1.94,2.0,0,1
5410,2036.0,703.0,68.2,74.5,2.7,95.2,1.28,2.0,0,1
5741,1624.0,224.0,22.6,20.0,3.2,90.4,1.33,2.0,0,1
6968,1238.0,200.0,35.4,3.0,14.1,95.0,1.94,2.0,0,0
4962,1734.0,578.0,36.8,20.0,14.3,92.3,2.11,1.0,0,1
7490,953.0,539.0,22.7,7.0,23.55,88.2,0.98,2.0,1,0
1644,3145.0,630.0,11.1,1.0,6.3,93.3,1.37,2.0,0,1
2140,3516.0,1284.0,67.4,48.0,14.0,87.7,1.21,2.0,0,1
4536,1657.0,674.0,37.3,6.0,0.6,90.5,1.44,2.0,0,1
4457,988.0,375.0,43.1,0.0,7.9,94.9,1.8,2.0,1,1
7907,2509.0,733.0,28.4,41.0,0.5,92.6,1.09,2.0,1,0
5586,1763.0,1022.0,9.6,22.0,2.9,92.0,0.92,2.0,0,1
4378,1375.0,560.0,25.2,23.0,4.2,92.6,1.06,2.0,1,1
729,1780.0,1086.0,21.2,34.0,23.55,99.0,1.3,2.0,0,1
4357,1547.0,200.0,13.6,4.0,4.0,97.0,1.22,2.0,1,1
8274,1627.0,200.0,18.6,36.0,4.7,97.3,1.08,2.0,1,0
1936,1669.0,224.0,19.6,13.0,4.3,93.5,2.04,2.0,0,1
3793,2396.0,844.0,18.3,50.0,4.4,90.3,1.32,2.0,1,1
3736,1434.0,376.0,50.3,21.0,23.55,90.8,1.31,2.0,1,1
2261,2866.0,1525.0,13.5,4.0,13.8,96.4,1.33,2.0,0,1
6994,2358.0,874.0,17.8,26.0,8.5,87.1,1.37,2.0,0,0
1110,1562.0,618.0,38.8,38.0,5.8,94.4,1.58,2.0,0,1
7952,2323.0,913.0,22.7,53.0,5.5,91.3,1.75,2.0,1,0
5480,1222.0,267.0,48.7,69.0,6.2,89.3,1.05,2.0,0,1
2998,2150.0,617.0,24.0,4.0,3.6,94.2,1.96,2.0,1,1
2394,1471.0,482.0,15.8,74.5,0.5,99.0,1.79,2.0,0,1
1185,2315.0,972.0,41.3,30.0,7.7,99.0,0.82,2.0,0,1
2007,2582.0,782.0,31.5,17.0,0.5,89.9,0.94,2.0,0,1
193,2648.0,904.0,35.6,2.0,0.9,91.1,2.2,2.0,0,1
5611,2398.0,898.0,39.9,74.5,0.7,90.6,1.33,2.0,0,1
7819,1801.0,421.0,35.5,3.0,7.8,91.0,1.95,2.0,1,0
578,1428.0,797.0,45.6,26.0,1.9,97.3,1.16,2.0,0,1
5525,941.0,267.0,35.2,5.0,13.7,94.9,1.49,2.0,0,1
771,3566.625,1801.5,20.1,8.0,3.0,98.3,1.45,1.0,0,1
2395,3566.625,1617.0,65.4,2.0,0.7,93.8,1.82,2.0,0,1
1478,2721.0,371.0,73.6625,4.0,6.7,92.7,1.54,2.0,0,1
1846,1459.0,459.0,34.9,20.0,0.5,95.7,1.27,2.0,0,1
8180,2239.0,912.0,12.2,74.5,7.3,99.0,1.07,2.0,1,0
4274,2096.0,718.0,15.1,26.0,12.4,90.2,1.59,2.0,1,1
3740,768.0,888.0,12.4,49.0,10.4,89.3,1.42,1.0,1,1
4600,2489.0,777.0,36.2,19.0,5.4,92.7,1.56,2.0,0,1
8670,1538.0,200.0,21.4,8.0,2.3,98.3,1.84,2.0,1,0
6522,1695.0,1069.0,73.6625,48.0,14.4,95.5,1.3,2.0,0,0
4915,2388.0,318.0,33.5,2.0,0.5,93.3,1.15,2.0,0,1
2073,2107.0,833.0,44.9,0.0,11.6,89.9,1.36,2.0,0,1
4754,1714.0,364.0,5.1,35.0,5.0,90.9,1.83,2.0,0,1
1896,2799.0,1045.0,32.5,13.0,9.7,91.3,1.24,2.0,0,1
7210,1373.0,862.0,13.5,3.0,23.55,93.9,0.86,1.0,0,0
3659,2107.0,359.0,38.2,12.0,23.55,91.4,1.31,2.0,1,1
2379,973.0,1050.0,12.3,56.0,8.6,89.8,1.67,2.0,0,1
1447,1218.0,715.0,27.8,8.0,1.1,97.5,1.44,2.0,0,1
342,2172.0,844.0,44.5,9.0,23.55,88.7,0.82,2.0,0,1
5127,1773.0,1437.0,56.0,12.0,4.8,87.2,1.45,2.0,0,1
3136,2883.0,1547.0,33.8,74.5,2.1,94.3,1.39,2.0,1,1
2527,2462.0,1212.0,22.6,31.0,3.0,89.7,1.42,2.0,0,1
727,2217.0,233.0,1.5,29.0,0.5,89.7,1.83,2.0,0,1
4577,2029.0,432.0,43.2,8.0,18.6,93.7,1.57,2.0,0,1
976,1334.0,527.0,35.9,30.0,7.7,91.4,2.16,2.0,0,1
6913,1911.0,406.0,4.7,52.0,3.6,90.4,1.99,2.0,0,0
8052,2029.0,611.0,41.3,17.0,5.6,96.2,1.31,2.0,1,0
3516,2888.0,1282.0,16.9,6.0,2.7,90.6,2.04,2.0,1,1
7760,1937.0,360.0,54.4,57.0,7.9,96.2,1.55,1.0,1,0
8806,2583.0,469.0,45.8,30.0,1.2,93.9,1.18,2.0,1,0
3940,3242.0,200.0,33.5,0.0,2.6,89.7,1.32,2.0,1,1
1299,1035.0,418.0,39.0,24.0,5.3,94.2,1.7,2.0,0,1
8785,1813.0,357.0,35.0,16.0,10.7,91.0,1.3,2.0,1,0
1348,1214.0,200.0,66.1,11.0,14.9,91.9,1.8,2.0,0,1
660,2983.0,1498.0,16.9,39.0,3.2,90.3,0.86,2.0,0,1
1492,2173.0,1233.0,12.6,20.0,17.5,92.7,1.12,2.0,0,1
6604,1856.0,453.0,29.0,24.0,0.8,94.6,1.97,2.0,0,0
6822,2375.0,1207.0,34.2,2.0,21.9,90.7,1.59,2.0,0,0
7838,1796.0,200.0,22.3,25.0,0.9,93.8,0.99,2.0,1,0
5154,1052.0,200.0,51.9,5.0,18.6,95.5,1.04,2.0,0,1
2315,1383.0,604.0,16.7,21.0,0.5,94.1,1.54,2.0,0,1
8648,3566.625,1467.0,16.9,39.0,6.4,92.0,1.2,2.0,1,0
8615,949.0,525.0,19.0,1.0,4.8,93.3,2.09,2.0,1,0
1085,1534.0,951.0,5.6,20.0,0.6,90.0,1.61,2.0,0,1
2524,2199.0,995.0,64.9,3.0,8.6,93.1,1.64,2.0,0,1
7072,2839.0,563.0,43.1,6.0,4.1,91.5,1.28,2.0,0,0
5374,3184.0,921.0,22.2,67.0,2.4,92.7,1.33,2.0,0,1
3198,2617.0,809.0,22.4,24.0,1.8,92.9,1.97,2.0,1,1
7591,2252.0,791.0,15.4,45.0,10.5,95.1,1.22,2.0,1,0
8681,2042.0,737.0,48.1,55.0,0.5,95.0,1.4,2.0,1,0
67,2074.0,200.0,61.1,2.0,4.1,88.3,1.18,2.0,0,1
7778,1788.0,365.0,16.3,2.0,5.8,92.2,1.2,2.0,1,0
2269,1488.0,537.0,9.5,52.0,0.6,96.6,2.07,2.0,0,1
6921,1472.0,200.0,27.0,27.0,12.6,92.4,1.13,2.0,0,0
5903,3229.0,1607.0,42.2,7.0,7.3,92.6,1.07,2.0,0,1
7709,1272.0,468.0,21.6,40.0,1.1,94.2,1.37,1.0,1,0
8153,1309.0,803.0,17.7,7.0,0.8,96.1,1.48,2.0,1,0
5322,2610.0,675.0,18.0,19.0,4.7,91.7,1.33,2.0,0,1
3447,1438.0,1118.0,50.9,17.0,3.8,95.1,0.72,2.0,1,1
2367,1342.0,469.0,33.7,20.0,7.2,98.8,0.83,2.0,0,1
5820,1284.0,1269.0,22.7,34.0,0.5,91.8,2.0,2.0,0,1
6556,1488.0,229.0,38.1,20.0,3.9,94.0,1.78,2.0,0,0
2512,2036.0,792.0,8.8,1.0,3.2,93.3,1.34,2.0,0,1
2723,1520.0,282.0,51.7,0.0,8.0,94.7,1.32,2.0,0,1
8253,2334.0,829.0,22.5,10.0,8.8,92.9,1.62,2.0,1,0
7247,1865.0,317.0,26.6,1.0,12.7,88.9,1.71,2.0,1,0
1143,2142.0,1197.0,21.2,2.0,1.4,89.5,1.6,2.0,0,1
8758,1509.0,200.0,36.0,3.0,1.7,97.1,1.19,2.0,1,0
5813,3389.0,1379.0,14.8,3.0,1.0,96.4,1.32,2.0,0,1
8260,2148.0,593.0,21.6,24.0,8.0,93.6,1.31,2.0,1,0
8287,1094.0,661.0,49.0,8.0,7.5,97.2,1.29,2.0,1,0
4728,2066.0,453.0,12.3,16.0,0.5,93.2,1.43,2.0,0,1
5494,1642.0,730.0,16.4,25.0,19.7,96.6,1.21,2.0,0,1
7534,2107.0,892.0,57.5,15.0,9.5,86.7,1.82,2.0,1,0
3789,1016.0,200.0,50.3,36.0,21.7,87.8,1.07,2.0,1,1
2220,1504.0,262.0,25.0,1.0,0.9,94.8,1.56,2.0,0,1
5075,2234.0,970.0,22.0,74.5,2.1,90.7,1.18,2.0,0,1
2331,2437.0,466.0,63.2,1.0,4.0,93.6,1.11,2.0,0,1
5394,1845.0,401.0,19.9,74.5,0.9,88.8,1.17,2.0,0,1
5973,2109.0,1162.0,69.8,5.0,23.55,87.8,1.3,2.0,0,1
6481,3566.625,1612.0,57.8,4.0,5.2,95.7,0.87,2.0,0,0
8397,1303.0,784.0,21.5,4.0,15.2,93.1,1.41,2.0,1,0
4088,1535.0,551.0,18.8,48.0,10.8,85.5,1.91,2.0,1,1
1967,1666.0,939.0,18.9,8.0,2.2,92.6,1.83,2.0,0,1
7971,1791.0,200.0,35.3,9.0,13.0,95.2,1.11,2.0,1,0
7654,1724.0,795.0,26.4,0.0,11.3,95.3,1.32,2.0,1,0
8623,2270.0,1158.0,7.0,20.0,0.9,94.9,1.47,1.0,1,0
4365,1918.0,877.0,55.4,12.0,3.0,92.0,1.24,2.0,1,1
423,1813.0,735.0,34.2,54.0,2.0,86.2,1.03,2.0,0,1
280,2177.0,929.0,20.2,21.0,7.5,89.3,2.0,2.0,0,1
1904,1479.0,1027.0,24.3,12.0,23.55,93.3,1.14,2.0,0,1
595,2284.0,910.0,30.7,40.0,4.1,96.0,1.63,2.0,0,1
7250,1832.0,1156.0,16.2,12.0,14.6,93.7,0.79,2.0,1,0
3917,2521.0,881.0,20.2,4.0,8.0,90.9,1.69,1.0,1,1
5661,2289.0,641.0,17.5,2.0,5.7,91.6,1.29,2.0,0,1
3618,1502.0,573.0,9.4,16.0,2.2,93.7,1.1,2.0,1,1
839,1604.0,647.0,12.1,39.0,10.5,97.0,1.44,2.0,0,1
4596,1026.0,200.0,22.3,7.0,15.1,96.1,1.38,2.0,0,1
6022,1822.0,738.0,20.0,15.0,2.7,90.7,1.53,2.0,0,0
141,1178.0,203.0,15.2,54.0,5.5,92.9,1.05,2.0,0,1
8076,1732.0,388.0,9.1,1.0,7.1,97.2,0.96,2.0,1,0
1377,2735.0,900.0,13.5,15.0,23.55,94.2,2.11,2.0,0,1
3674,2598.0,1370.0,20.4,48.0,16.5,93.6,1.18,2.0,1,1
7611,2086.0,738.0,17.7,33.0,11.2,89.5,1.88,2.0,1,0
8903,1215.0,598.0,9.5,12.0,6.0,88.3,1.55,2.0,1,0
4741,1423.0,650.0,33.7,31.0,2.9,96.0,1.23,2.0,0,1
3808,2713.0,1108.0,19.0,17.0,10.7,94.3,2.0,2.0,1,1
1138,2607.0,747.0,26.5,2.0,3.3,93.9,1.06,1.0,0,1
2257,1487.0,701.0,27.7,74.5,23.55,90.0,1.04,2.0,0,1
6325,1890.0,1152.0,24.6,74.5,16.5,87.1,0.92,2.0,0,0
1787,1496.0,696.0,65.1,20.0,23.55,92.4,1.23,2.0,0,1
3938,2737.0,661.0,70.9,20.0,6.8,94.8,1.5,2.0,1,1
6350,1281.0,200.0,31.8,1.0,15.1,91.0,0.75,1.0,0,0
4646,1486.0,619.0,11.0,35.0,3.7,88.3,1.83,2.0,0,1
459,1245.0,964.0,47.6,18.0,2.9,93.1,1.59,2.0,0,1
8583,1651.0,775.0,14.2,3.0,1.1,96.4,1.5,2.0,1,0
948,2757.0,841.0,22.7,5.0,17.9,94.4,1.86,2.0,0,1
3700,1477.0,255.0,25.9,8.0,17.6,84.8,1.29,2.0,1,1
1336,977.0,200.0,10.1,1.0,8.0,91.9,1.91,2.0,0,1
4628,2054.0,605.0,6.4,26.0,6.1,95.4,1.39,2.0,0,1
7791,1946.0,626.0,63.1,70.0,12.1,94.5,0.78,2.0,1,0
1602,1661.0,457.0,31.0,22.0,6.1,92.6,1.21,2.0,0,1
2238,1828.0,203.0,29.7,1.0,7.5,91.9,0.82,2.0,0,1
639,1661.0,500.0,71.1,6.0,0.6,94.0,1.74,2.0,0,1
8836,966.0,834.0,51.0,74.5,3.7,99.0,1.23,2.0,1,0
3830,1588.0,987.0,46.1,43.0,5.7,96.6,1.22,2.0,1,1
8452,2014.0,981.0,19.1,74.5,6.5,93.3,1.58,2.0,1,0
6417,1782.0,463.0,22.1,6.0,11.3,93.6,1.55,2.0,0,0
8860,1086.0,663.0,19.2,2.0,2.3,87.7,1.2,2.0,1,0
1958,2708.0,1244.0,41.3,31.0,1.6,87.7,0.92,2.0,0,1
1070,700.0,520.0,28.1,26.0,4.7,93.2,1.07,2.0,0,1
155,2018.0,535.0,54.8,21.0,4.8,92.8,1.75,2.0,0,1
2295,1683.0,594.0,50.7,19.0,2.7,94.1,1.1,2.0,0,1
6252,1793.0,551.0,41.7,1.0,9.0,98.1,1.28,1.0,0,0
4578,2720.0,1011.0,26.6,27.0,6.8,98.8,1.33,2.0,0,1
1089,1530.0,200.0,11.2,4.0,0.9,92.7,1.54,2.0,0,1
2940,2866.0,493.0,10.0,26.0,14.5,92.8,1.3,2.0,1,1
723,1762.0,495.0,61.2,7.0,2.1,93.9,1.42,2.0,0,1
4384,833.0,359.0,28.4,3.0,3.6,93.2,1.4,2.0,1,1
930,1939.0,519.0,38.3,27.0,5.0,93.6,1.44,2.0,0,1
2909,1316.0,835.0,24.7,67.0,4.4,89.0,1.62,1.0,1,1
6309,2610.0,1450.0,14.7,58.0,23.55,99.0,1.58,2.0,0,0
895,1589.0,200.0,35.6,12.0,5.8,93.9,0.58,2.0,0,1
3247,1097.0,442.0,34.0,1.0,0.5,93.3,1.19,2.0,1,1
2326,936.0,262.0,36.8,29.0,8.3,89.3,1.51,2.0,0,1
7495,1559.0,362.0,14.6,33.0,4.8,93.7,1.48,2.0,1,0
6846,2314.0,587.0,19.6,27.0,9.4,89.4,0.73,1.0,0,0
7180,1229.0,200.0,44.7,2.0,1.6,92.5,0.94,2.0,0,0
5038,2124.0,727.0,11.1,46.0,0.5,92.1,1.97,2.0,0,1
4136,700.0,433.0,13.0,18.0,14.5,94.4,1.56,2.0,1,1
8314,2302.0,955.0,17.8,37.0,21.9,91.6,1.64,2.0,1,0
1715,1497.0,546.0,5.6,46.0,6.6,93.5,1.64,2.0,0,1
1698,1211.0,617.0,11.1,16.0,0.6,89.1,1.31,2.0,0,1
8720,2535.0,941.0,14.1,25.0,3.9,95.1,0.93,2.0,1,0
8590,2029.0,1156.0,21.8,2.0,0.6,89.1,1.43,2.0,1,0
8973,1217.0,200.0,63.3,2.0,3.5,92.2,1.15,2.0,1,0
6632,1137.0,200.0,12.7,24.0,0.5,97.4,1.37,2.0,0,0
3831,1484.0,855.0,15.0,0.0,1.6,91.0,1.86,2.0,1,1
3348,1680.0,1111.0,30.8,6.0,20.2,85.8,2.03,2.0,1,1
8563,1302.0,676.0,44.7,32.0,3.2,91.3,1.26,2.0,1,0
985,1395.0,590.0,20.2,16.0,16.9,98.7,1.78,2.0,0,1
1821,920.0,484.0,8.8,0.0,11.2,95.6,1.35,2.0,0,1
4571,3078.0,1572.0,53.8,8.0,8.6,97.1,0.86,2.0,0,1
587,2209.0,1171.0,7.0,4.0,16.8,95.5,1.33,2.0,0,1
8778,1278.0,676.0,57.0,52.0,15.8,95.4,1.48,2.0,1,0
5077,1056.0,200.0,32.9,6.0,6.0,95.0,2.05,2.0,0,1
6538,1822.0,350.0,39.1,8.0,2.1,89.2,1.58,2.0,0,0
6807,2804.0,689.0,18.5,1.0,9.7,90.5,1.68,2.0,0,0
8567,1858.0,774.0,25.1,57.0,4.9,95.6,1.39,2.0,1,0
8969,2095.0,1052.0,42.7,1.0,1.7,91.6,1.37,2.0,1,0
5483,1107.0,457.0,28.0,24.0,6.6,88.7,0.98,2.0,0,1
6227,1640.0,288.0,48.5,3.0,2.3,93.2,1.2,2.0,0,0
8326,2388.0,447.0,18.8,9.0,19.1,97.7,1.22,2.0,1,0
5514,1526.0,328.0,45.4,3.0,2.4,93.0,1.51,2.0,0,1
7764,895.0,582.0,31.0,3.0,23.55,95.7,0.98,2.0,1,0
5553,717.0,402.0,9.6,36.0,8.9,89.9,1.6,2.0,0,1
3557,1675.0,789.0,25.0,23.0,0.5,89.4,1.36,2.0,1,1
1395,3500.0,1202.0,23.0,2.0,7.5,93.3,1.09,2.0,0,1
264,2253.0,542.0,20.0,37.0,3.9,90.7,1.33,2.0,0,1
3547,2825.0,1248.0,73.6625,24.0,4.3,89.6,1.6,2.0,1,1
6134,1032.0,657.0,31.9,23.0,0.5,96.6,1.64,2.0,0,0
3069,2461.0,712.0,21.0,9.0,0.9,96.6,1.45,2.0,1,1
5025,3032.0,1376.0,35.5,8.0,0.5,96.5,1.2,2.0,0,1
6923,3394.0,567.0,58.1,25.0,2.1,94.2,0.75,2.0,0,0
3864,2930.0,1039.0,14.1,11.0,6.2,90.6,1.63,2.0,1,1
8119,1551.0,200.0,11.6,11.0,18.2,97.1,1.78,2.0,1,0
2400,1325.0,487.0,60.4,58.0,4.1,94.5,1.45,2.0,0,1
7084,1634.0,200.0,18.6,14.0,0.5,92.3,1.95,2.0,0,0
3711,2069.0,1209.0,42.2,44.0,13.1,92.2,1.15,2.0,1,1
246,1960.0,244.0,47.9,13.0,3.0,86.5,0.99,2.0,0,1
1594,2344.0,1094.0,38.4,15.0,3.5,96.2,1.37,2.0,0,1
1529,2515.0,1334.0,50.0,34.0,1.8,94.1,1.38,2.0,0,1
6631,2152.0,259.0,20.2,10.0,5.1,99.0,1.34,2.0,0,0
923,1830.0,625.0,21.2,50.0,8.5,90.1,1.64,2.0,0,1
6068,1938.0,899.0,44.1,15.0,3.1,95.2,0.51,2.0,0,0
4364,1546.0,1230.0,12.7,28.0,5.5,92.1,1.74,2.0,1,1
669,1404.0,267.0,8.7,8.0,2.9,89.8,1.05,2.0,0,1
3604,1792.0,746.0,55.9,74.5,1.6,95.5,0.9,2.0,1,1
5108,2180.0,796.0,49.0,23.0,8.5,98.2,0.75,2.0,0,1
1910,1337.0,393.0,3.9,25.0,11.8,96.5,1.94,2.0,0,1
6835,1314.0,418.0,9.8,11.0,23.55,90.5,1.91,2.0,0,0
5248,1466.0,479.0,20.9,23.0,4.2,90.2,1.18,2.0,0,1
3958,861.0,200.0,29.3,8.0,1.2,93.0,1.51,2.0,1,1
5643,1315.0,261.0,18.3,17.0,5.9,99.0,0.66,2.0,0,1
2696,2652.0,1339.0,19.6,28.0,5.9,92.7,1.74,2.0,0,1
2591,1044.0,368.0,61.0,51.0,0.5,90.6,1.03,2.0,0,1
1781,2037.0,720.0,27.4,32.0,4.2,93.1,1.37,2.0,0,1
3013,3318.0,989.0,14.6,8.0,11.6,98.9,1.03,2.0,1,1
2307,1419.0,845.0,47.5,0.0,10.9,89.8,1.47,2.0,0,1
8712,1300.0,474.0,35.3,20.0,18.7,97.6,1.58,1.0,1,0
3690,2589.0,1255.0,13.1,52.0,5.5,90.4,1.58,2.0,1,1
687,2069.0,937.0,15.1,37.0,8.1,93.6,1.61,2.0,0,1
612,2143.0,292.0,13.6,61.0,0.5,90.9,0.92,2.0,0,1
6145,1109.0,927.0,26.6,37.0,3.3,90.2,1.58,2.0,0,0
3200,2430.0,235.0,28.5,12.0,0.5,91.9,1.48,2.0,1,1
2267,2383.0,1195.0,5.1,17.0,1.2,96.7,1.1,2.0,0,1
8813,1463.0,200.0,44.3,18.0,1.5,91.1,1.71,1.0,1,0
7442,1535.0,1299.0,34.5,10.0,2.6,87.9,1.6,2.0,1,0
1898,2886.0,537.0,27.0,13.0,11.5,92.8,0.9,2.0,0,1
8574,1480.0,569.0,6.1,52.0,1.0,95.2,1.01,2.0,1,0
6207,828.0,200.0,30.0,18.0,2.4,89.1,1.41,2.0,0,0
258,3046.0,936.0,8.5,14.0,1.4,91.6,2.0,2.0,0,1
2924,1852.0,964.0,30.3,34.0,1.6,91.6,1.3,2.0,1,1
4943,2803.0,1426.0,12.8,13.0,9.4,96.8,0.6,2.0,0,1
2822,1613.0,735.0,16.9,33.0,0.7,99.0,1.0,2.0,1,1
3339,1370.0,340.0,26.0,26.0,0.5,90.5,1.4,1.0,1,1
3525,2609.0,1202.0,39.4,56.0,17.6,86.5,1.91,2.0,1,1
4563,1710.0,533.0,31.8,28.0,3.7,88.4,1.26,2.0,0,1
5329,2478.0,558.0,21.1,2.0,8.4,96.7,1.29,2.0,0,1
5223,2363.0,200.0,24.4,74.5,2.8,92.7,0.94,2.0,0,1
2285,2480.0,1580.0,43.0,22.0,0.9,92.9,0.93,2.0,0,1
4654,1487.0,200.0,3.6,1.0,0.5,93.6,1.72,2.0,0,1
7826,1308.0,200.0,52.7,20.0,5.9,97.4,1.63,2.0,1,0
484,1719.0,255.0,47.6,6.0,6.3,89.2,1.46,2.0,0,1
2211,2453.0,449.0,35.0,15.0,3.0,89.4,1.82,2.0,0,1
5416,1513.0,200.0,4.5,2.0,2.1,88.2,1.57,2.0,0,1
7055,1818.0,641.0,49.6,43.0,5.1,93.9,1.58,2.0,0,0
2555,1931.0,412.0,27.3,6.0,1.6,89.9,0.73,2.0,0,1
7,1098.0,617.0,38.0,29.0,22.2,95.3,0.91,2.0,0,1
3657,2057.0,592.0,34.9,74.5,4.8,88.9,1.77,2.0,1,1
8236,1422.0,537.0,1.7,21.0,15.0,92.9,1.27,2.0,1,0
4874,2047.0,200.0,51.2,13.0,4.1,87.6,1.2,2.0,0,1
4402,2195.0,919.0,51.2,53.0,4.6,92.2,0.95,2.0,1,1
5546,1535.0,200.0,24.3,4.0,9.7,94.8,1.65,2.0,0,1
8380,2119.0,936.0,29.3,4.0,13.7,91.0,1.4,2.0,1,0
2426,1765.0,840.0,39.5,7.0,3.7,92.6,1.74,2.0,0,1
1814,3566.625,1782.0,9.5,13.0,3.2,87.9,1.93,1.0,0,1
8658,2590.0,1082.0,34.7,18.0,2.3,96.3,1.77,2.0,1,0
2274,2331.0,892.0,21.9,72.0,1.0,96.6,1.18,2.0,0,1
1011,3199.0,1660.0,14.7,5.0,0.7,93.4,1.46,2.0,0,1
6641,1397.0,513.0,43.0,19.0,7.4,87.4,1.13,2.0,0,0
1067,1401.0,903.0,31.4,8.0,2.2,88.1,1.1,1.0,0,1
1991,1599.0,646.0,73.6625,20.0,1.3,91.9,1.6,2.0,0,1
3970,1358.0,507.0,18.3,2.0,8.7,93.7,1.74,2.0,1,1
8455,1102.0,200.0,30.4,33.0,1.2,90.4,1.35,2.0,1,0
5879,1633.0,917.0,58.3,18.0,1.8,89.8,1.73,2.0,0,1
6973,1432.0,713.0,16.7,34.0,15.3,88.4,1.23,2.0,0,0
4542,1601.0,293.0,21.7,30.0,17.9,89.8,1.88,2.0,0,1
8387,2620.0,1474.0,10.6,38.0,8.2,91.5,1.56,2.0,1,0
3867,3566.625,1047.0,27.9,34.0,23.55,89.7,1.71,1.0,1,1
